477339000000874830;Registered (paid);2023-02-20 13:46:01 +0100 CET
477339000000874830;Contract received;2023-02-14 13:44:21 +0100 CET
477339000000874830;Contract sent;2023-01-31 17:18:45 +0100 CET
477339000000874830;Answer yes sent;2023-01-31 16:57:23 +0100 CET
477339000000874830;Interview passed (obsolete);2022-11-21 14:32:21 +0100 CET
477339000000874830;Gamed passed;2022-09-13 15:29:56 +0200 CEST
477339000000874830;Potential (obsolete);2022-08-10 10:33:18 +0200 CEST
477339000000874843;Registered (paid);2023-01-24 16:03:07 +0100 CET
477339000000874843;Interview passed (obsolete);2022-12-19 16:02:46 +0100 CET
477339000000874843;Gamed passed;2022-12-07 16:59:06 +0100 CET
477339000000874843;Potential (obsolete);2022-08-10 10:34:30 +0200 CEST
477339000000874860;Gamed passed;2023-01-31 17:23:55 +0100 CET
477339000000874860;Meeting;2023-01-31 16:56:51 +0100 CET
477339000000874860;Gamed passed;2022-08-10 10:36:26 +0200 CEST
477339000000874890;Lost;2022-12-15 14:40:11 +0100 CET
477339000000874890;Potential (obsolete);2022-08-10 10:38:35 +0200 CEST
477339000000874924;Lost;2023-02-06 14:21:45 +0100 CET
477339000000874924;Meeting;2023-01-31 16:56:23 +0100 CET
477339000000874924;Potential (obsolete);2022-08-10 10:40:40 +0200 CEST
477339000000874938;Prospect;2023-01-31 16:55:58 +0100 CET
477339000000874938;Potential (obsolete);2022-08-10 10:41:24 +0200 CEST
477339000000874955;Lost;2023-01-31 17:05:00 +0100 CET
477339000000874955;Potential (obsolete);2022-08-10 10:44:13 +0200 CEST
477339000000874966;Lost;2022-12-15 13:55:05 +0100 CET
477339000000874966;Potential (obsolete);2022-08-10 10:44:46 +0200 CEST
477339000001281029;Lost;2023-02-09 16:04:52 +0100 CET
477339000001281029;Prospect;2023-01-31 16:49:46 +0100 CET
477339000001281029;Potential (obsolete);2022-09-05 12:18:02 +0200 CEST
477339000002064028;Registered (paid);2023-01-25 13:46:30 +0100 CET
477339000002064028;Interview passed (obsolete);2022-11-21 14:33:38 +0100 CET
477339000002064028;Gamed passed;2022-11-04 16:19:13 +0100 CET
477339000002064028;Potential (obsolete);2022-10-22 16:49:37 +0200 CEST
477339000002212007;Registered (paid);2023-01-31 16:43:19 +0100 CET
477339000002212007;Interview passed (obsolete);2022-12-16 17:55:00 +0100 CET
477339000002212007;Gamed passed;2022-12-13 14:23:17 +0100 CET
477339000002212007;Potential (obsolete);2022-11-04 10:49:02 +0100 CET
477339000002212080;Waiting List;2023-02-27 11:02:45 +0100 CET
477339000002212080;Contract sent;2023-01-31 17:20:19 +0100 CET
477339000002212080;Answer yes sent;2023-01-31 16:53:07 +0100 CET
477339000002212080;Interview passed (obsolete);2022-12-10 17:58:16 +0100 CET
477339000002212080;Gamed passed;2022-11-04 11:06:13 +0100 CET
477339000002259049;Lost;2022-12-10 17:59:40 +0100 CET
477339000002259049;Gamed passed;2022-11-09 15:13:56 +0100 CET
477339000002367003;Lost;2022-12-13 15:42:29 +0100 CET
477339000002367003;Gamed passed;2022-11-14 14:52:31 +0100 CET
477339000002469004;Registered (paid);2023-04-17 15:42:56 +0200 CEST
477339000002469004;Contract received;2023-04-13 08:49:41 +0200 CEST
477339000002469004;Waiting List;2023-03-24 14:13:07 +0100 CET
477339000002469004;Contract sent;2023-01-31 16:44:39 +0100 CET
477339000002469004;Interview passed (obsolete);2022-11-30 15:29:50 +0100 CET
477339000002469004;Gamed passed;2022-11-21 14:09:42 +0100 CET
477339000002469004;Potential (obsolete);2022-11-19 17:05:36 +0100 CET
477339000002469015;Registered (paid);2023-03-22 13:56:31 +0100 CET
477339000002469015;Contract sent;2023-01-31 16:42:01 +0100 CET
477339000002469015;Interview passed (obsolete);2022-11-30 15:29:46 +0100 CET
477339000002469015;Gamed passed;2022-11-21 08:43:22 +0100 CET
477339000002469015;Potential (obsolete);2022-11-19 17:13:21 +0100 CET
477339000002573004;Prospect;2023-01-31 16:41:37 +0100 CET
477339000002573004;Potential (obsolete);2022-11-24 11:45:11 +0100 CET
477339000002624032;Interaction;2023-01-31 16:33:59 +0100 CET
477339000002624032;Potential (obsolete);2022-11-28 10:42:54 +0100 CET
477339000002624058;Registered (paid);2023-02-06 11:21:53 +0100 CET
477339000002624058;Contract sent;2023-01-31 16:31:01 +0100 CET
477339000002624058;Interview passed (obsolete);2023-01-12 08:55:23 +0100 CET
477339000002624058;Potential (obsolete);2022-11-28 10:44:44 +0100 CET
477339000002624090;Prospect;2023-01-31 16:34:26 +0100 CET
477339000002624090;Potential (obsolete);2022-11-28 10:46:55 +0100 CET
477339000002624118;Lost;2023-01-27 17:28:52 +0100 CET
477339000002624118;Potential (obsolete);2022-11-28 10:48:49 +0100 CET
477339000002624144;Prospect;2023-01-31 16:34:57 +0100 CET
477339000002624144;Potential (obsolete);2022-11-28 10:50:19 +0100 CET
477339000002624196;Prospect;2023-01-31 16:35:19 +0100 CET
477339000002624196;Potential (obsolete);2022-11-28 10:53:39 +0100 CET
477339000002624273;Prospect;2023-01-31 16:35:39 +0100 CET
477339000002624273;Potential (obsolete);2022-11-28 11:02:38 +0100 CET
477339000002624328;Prospect;2023-01-31 16:36:05 +0100 CET
477339000002624328;Potential (obsolete);2022-11-28 11:09:25 +0100 CET
477339000002624354;Prospect;2023-01-31 16:36:24 +0100 CET
477339000002624354;Potential (obsolete);2022-11-28 11:12:17 +0100 CET
477339000002624435;Prospect;2023-01-31 16:37:35 +0100 CET
477339000002624435;Potential (obsolete);2022-11-28 11:17:34 +0100 CET
477339000002624528;Prospect;2023-01-31 16:38:33 +0100 CET
477339000002624528;Potential (obsolete);2022-11-28 11:22:57 +0100 CET
477339000002624554;Prospect;2023-01-31 16:38:57 +0100 CET
477339000002624554;Potential (obsolete);2022-11-28 11:25:01 +0100 CET
477339000002624632;Prospect;2023-01-31 16:39:26 +0100 CET
477339000002624632;Potential (obsolete);2022-11-28 11:31:47 +0100 CET
477339000002624687;Prospect;2023-01-31 16:39:44 +0100 CET
477339000002624687;Potential (obsolete);2022-11-28 11:35:45 +0100 CET
477339000002632002;Prospect;2023-01-31 16:37:49 +0100 CET
477339000002632002;Potential (obsolete);2022-11-28 12:20:51 +0100 CET
477339000002632156;Prospect;2023-01-31 16:36:45 +0100 CET
477339000002632156;Potential (obsolete);2022-11-28 12:29:17 +0100 CET
477339000002808008;Prospect;2023-01-31 15:52:09 +0100 CET
477339000002808008;Potential (obsolete);2022-12-07 10:51:45 +0100 CET
477339000002861097;Lost;2023-01-27 17:22:41 +0100 CET
477339000002861097;Potential (obsolete);2022-12-08 11:18:00 +0100 CET
477339000002881070;Registered (paid);2023-03-28 11:38:39 +0200 CEST
477339000002881070;Contract sent;2023-01-31 15:53:49 +0100 CET
477339000002881070;Interview passed (obsolete);2022-12-10 17:58:11 +0100 CET
477339000002881070;Gamed passed;2022-12-09 18:25:54 +0100 CET
477339000002882004;Rejected;2023-02-20 10:56:15 +0100 CET
477339000002882004;Interview scheduled;2023-02-06 10:08:37 +0100 CET
477339000002882004;Interaction;2023-01-31 16:41:15 +0100 CET
477339000002882004;Gamed passed;2022-12-16 16:31:49 +0100 CET
477339000002882004;Potential (obsolete);2022-12-10 10:03:51 +0100 CET
477339000002882057;Waiting List;2023-07-20 11:35:40 +0200 CEST
477339000002882057;Contract sent;2023-04-28 09:52:49 +0200 CEST
477339000002882057;Waiting List;2023-03-24 14:13:12 +0100 CET
477339000002882057;Answer yes sent;2023-01-31 16:45:39 +0100 CET
477339000002882057;Interview passed (obsolete);2022-12-21 15:35:22 +0100 CET
477339000002882057;Gamed passed;2022-12-10 17:58:38 +0100 CET
477339000002882057;Potential (obsolete);2022-12-10 10:23:14 +0100 CET
477339000002883070;Lost;2023-06-13 16:56:58 +0200 CEST
477339000002883070;Interaction;2023-01-31 15:55:00 +0100 CET
477339000002883070;Potential (obsolete);2022-12-12 12:16:12 +0100 CET
477339000002894037;Interaction;2023-01-31 15:55:39 +0100 CET
477339000002894037;Potential (obsolete);2022-12-13 09:53:47 +0100 CET
477339000002904031;Prospect;2023-01-31 15:56:31 +0100 CET
477339000002904031;Gamed passed;2022-12-13 10:44:36 +0100 CET
477339000002929124;Lost;2023-05-11 17:39:49 +0200 CEST
477339000002929124;Interaction;2023-01-31 15:54:29 +0100 CET
477339000002929124;Gamed passed;2022-12-14 16:47:56 +0100 CET
477339000002930036;Prospect;2023-01-31 15:51:26 +0100 CET
477339000002930036;Potential (obsolete);2022-12-15 09:41:14 +0100 CET
477339000002933012;Prospect;2023-01-31 15:50:34 +0100 CET
477339000002933012;Potential (obsolete);2022-12-15 09:22:00 +0100 CET
477339000002933027;Prospect;2023-01-31 15:50:51 +0100 CET
477339000002933027;Potential (obsolete);2022-12-15 09:40:14 +0100 CET
477339000002936042;Prospect;2023-01-31 15:51:08 +0100 CET
477339000002936042;Gamed passed;2023-01-05 15:14:56 +0100 CET
477339000002936042;Potential (obsolete);2022-12-15 10:31:11 +0100 CET
477339000002937017;Lost;2023-01-02 12:39:44 +0100 CET
477339000002937017;Potential (obsolete);2022-12-15 10:27:34 +0100 CET
477339000002947097;Rejected;2022-12-21 15:34:21 +0100 CET
477339000002947097;Potential (obsolete);2022-12-15 11:51:18 +0100 CET
477339000002971172;Prospect;2023-01-31 16:49:22 +0100 CET
477339000002971172;Gamed passed;2022-12-19 11:51:27 +0100 CET
477339000003007130;Lost;2023-05-11 17:32:43 +0200 CEST
477339000003007130;Interaction;2023-01-31 16:52:10 +0100 CET
477339000003007130;Gamed passed;2022-12-20 10:54:42 +0100 CET
477339000003007223;Interaction;2023-01-31 15:51:51 +0100 CET
477339000003007223;Potential (obsolete);2022-12-20 12:05:15 +0100 CET
477339000003007237;Prospect;2023-01-31 15:52:30 +0100 CET
477339000003007237;Gamed passed;2022-12-20 12:07:04 +0100 CET
477339000003007251;Lost;2023-01-27 17:08:45 +0100 CET
477339000003007251;Gamed passed;2022-12-20 12:09:31 +0100 CET
477339000003007265;Lost;2023-01-05 14:46:32 +0100 CET
477339000003007265;Potential (obsolete);2022-12-20 12:11:23 +0100 CET
477339000003042018;Prospect;2023-01-31 17:03:05 +0100 CET
477339000003042018;Potential (obsolete);2022-12-21 09:11:32 +0100 CET
477339000003347001;Waiting List;2023-03-24 14:13:24 +0100 CET
477339000003347001;Answer yes sent;2023-01-31 16:59:59 +0100 CET
477339000003347001;Interview passed (obsolete);2022-12-29 12:09:23 +0100 CET
477339000003347999;Lost;2023-02-09 14:13:46 +0100 CET
477339000003347999;Answer yes sent;2023-01-31 15:50:08 +0100 CET
477339000003347999;Interview passed (obsolete);2023-01-05 14:50:00 +0100 CET
477339000003347999;Gamed passed;2023-01-02 15:59:59 +0100 CET
477339000003378011;Rejected;2023-01-05 15:07:27 +0100 CET
477339000003378011;Gamed passed;2023-01-02 08:27:26 +0100 CET
477339000003420168;Lost;2023-01-05 15:21:42 +0100 CET
477339000003420168;Potential (obsolete);2023-01-03 14:05:13 +0100 CET
477339000003420258;Interaction;2023-01-31 15:49:30 +0100 CET
477339000003420258;Gamed passed;2023-01-03 14:38:28 +0100 CET
477339000003493051;Rejected;2023-01-31 17:24:49 +0100 CET
477339000003493051;Meeting;2023-01-31 17:12:00 +0100 CET
477339000003493051;Gamed passed;2023-01-05 15:26:29 +0100 CET
477339000003675029;Lost;2023-02-09 15:35:51 +0100 CET
477339000003675029;Prospect;2023-01-31 15:12:58 +0100 CET
477339000003675029;Potential (obsolete);2023-01-14 13:24:32 +0100 CET
477339000003676025;Lost;2023-02-09 09:35:52 +0100 CET
477339000003676025;Prospect;2023-01-31 15:15:53 +0100 CET
477339000003676025;Potential (obsolete);2023-01-14 16:19:56 +0100 CET
477339000003692002;Interaction;2023-01-31 15:14:53 +0100 CET
477339000003692002;Potential (obsolete);2023-01-14 09:18:05 +0100 CET
477339000003704028;Prospect;2023-01-31 15:12:38 +0100 CET
477339000003704028;Potential (obsolete);2023-01-16 09:45:38 +0100 CET
477339000003704042;Interaction;2023-01-31 15:12:13 +0100 CET
477339000003704042;Potential (obsolete);2023-01-16 09:47:09 +0100 CET
477339000003704082;Prospect;2023-01-31 15:13:44 +0100 CET
477339000003704082;Potential (obsolete);2023-01-16 09:50:25 +0100 CET
477339000003704108;Prospect;2023-01-31 15:14:28 +0100 CET
477339000003704108;Potential (obsolete);2023-01-16 09:53:06 +0100 CET
477339000003704131;Lost;2023-01-23 16:16:02 +0100 CET
477339000003704131;Potential (obsolete);2023-01-16 09:56:12 +0100 CET
477339000003704145;Rejected;2023-02-11 14:16:49 +0100 CET
477339000003704145;Meeting scheduled;2023-01-31 15:25:55 +0100 CET
477339000003704145;Interaction;2023-01-31 15:15:25 +0100 CET
477339000003704145;Potential (obsolete);2023-01-16 10:05:21 +0100 CET
477339000003704159;Prospect;2023-01-31 15:16:19 +0100 CET
477339000003704159;Potential (obsolete);2023-01-16 10:07:05 +0100 CET
477339000003704173;Prospect;2023-01-31 15:17:17 +0100 CET
477339000003704173;Potential (obsolete);2023-01-16 10:09:50 +0100 CET
477339000003704211;Prospect;2023-01-31 15:28:07 +0100 CET
477339000003704211;Potential (obsolete);2023-01-16 10:13:12 +0100 CET
477339000003704237;Lost;2023-01-20 11:21:32 +0100 CET
477339000003704237;Potential (obsolete);2023-01-16 10:15:25 +0100 CET
477339000003704263;Prospect;2023-01-31 15:30:08 +0100 CET
477339000003704263;Potential (obsolete);2023-01-16 10:17:35 +0100 CET
477339000003704289;Prospect;2023-01-31 15:30:27 +0100 CET
477339000003704289;Potential (obsolete);2023-01-16 10:19:57 +0100 CET
477339000003704315;Prospect;2023-01-31 15:30:48 +0100 CET
477339000003704315;Potential (obsolete);2023-01-16 10:23:09 +0100 CET
477339000003704341;Prospect;2023-01-31 15:31:32 +0100 CET
477339000003704341;Potential (obsolete);2023-01-16 10:27:49 +0100 CET
477339000003704367;Lost;2023-07-05 12:36:10 +0200 CEST
